,Month,Day,Temp ,Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Binary Weather,Hour,Discrete Weather
1357,4,29,8.4,7.4,93,11,33,6.4,99.9,29,-9,"Rain,Fog",Bad Weather,13,0
1358,5,6,11.9,2.9,54,26,7,24.1,100.59,29,-9,Good Weather,Good Weather,23,1
1359,12,18,5.8,5.8,100,29,17,12.9,97.24,29,-9,Rain,Bad Weather,12,0
1360,2,11,-1,-7.8,60,19,23,24.1,100.63,29,-7,Good Weather,Good Weather,17,1
1361,1,5,-3,-3.5,97,5,9,2.8,99.87,29,-7,"Freezing Drizzle,Fog",Bad Weather,6,0
1362,4,11,18.1,1.6,33,28,29,24.1,99.26,29,-9,Good Weather,Good Weather,18,1
1363,11,13,-2.2,-4.5,84,11,14,24.1,101.07,29,-7,Cloudy,Bad Weather,10,0
1364,8,30,10.8,9.8,94,26,8,24.1,100,29,-9,Good Weather,Good Weather,23,1
1365,9,26,12.3,8.4,77,9,12,24.1,101.88,29,-9,Good Weather,Good Weather,9,1
1366,3,7,-3.6,-9.3,65,33,25,12.9,100.82,29,-11,Snow Showers,Bad Weather,20,0
1367,7,29,16.2,12.4,78,3,13,24.1,100,29,-9,Mostly Cloudy,Bad Weather,7,0
1368,4,2,-1.6,-7.1,66,20,19,24.1,100.35,29,-7,Mostly Cloudy,Bad Weather,22,0
1369,1,8,-10.7,-13.5,80,27,6,24.1,101.42,29,-14,Snow Showers,Bad Weather,2,0
1370,10,14,7.8,7,94,31,10,24.1,100.12,29,-9,Good Weather,Good Weather,2,1
1371,1,6,-0.1,-0.1,100,16,7,0.8,100.01,29,-3,"Snow,Freezing Fog",Bad Weather,15,0
1372,2,1,-7.7,-13.4,64,23,17,24.1,100.72,29,-14,Mostly Cloudy,Bad Weather,13,0
1373,8,7,17.5,14.3,81,7,31,24.1,99.73,29,-9,Cloudy,Bad Weather,7,0
1374,2,24,-13.5,-20.2,57,26,27,24.1,101.73,29,-24,Good Weather,Good Weather,14,1
1375,2,20,-1.6,-10.2,52,30,33,24.1,99.23,29,-9,Good Weather,Good Weather,17,1
1376,4,6,0.2,0.2,100,35,16,0.8,99.98,29,-9,"Drizzle,Fog",Bad Weather,4,0
1377,9,19,12,8.2,77,27,16,24.1,100.3,29,-9,Good Weather,Good Weather,21,1
1378,5,2,3.5,2.7,95,11,12,24.1,97.89,29,-9,Mostly Cloudy,Bad Weather,1,0
1379,5,14,16.7,-3.2,25,32,28,24.1,101.27,29,-9,Good Weather,Good Weather,15,1
1380,9,21,9.2,9.2,100,30,7,24.1,101.27,29,-9,Clear,Good Weather,7,1
1381,8,10,16.2,16,99,26,6,6.4,98.92,29,-9,"Thunderstorms,Rain Showers,Fog",Bad Weather,13,0
1382,3,22,0.2,-7.5,57,6,21,24.1,100.94,29,-9,Good Weather,Good Weather,15,1
1383,7,4,20.5,19.7,95,7,6,24.1,100,28,-9,Good Weather,Good Weather,23,1
1384,11,19,1,-1.6,83,28,24,24.1,99.68,29,-9,Good Weather,Good Weather,12,1
1385,10,5,18,16,88,17,9,24.1,100.47,29,-9,Good Weather,Good Weather,2,1
1386,2,3,-26.2,-33.8,50,29,32,24.1,101.09,29,-41,Blowing Snow,Bad Weather,15,0
1387,3,27,-2.6,-3.9,91,36,1,24.1,100.32,29,-3,Good Weather,Good Weather,5,1
1388,6,7,10.5,3.4,61,32,16,1.2,99.06,29,-9,Smoke,Bad Weather,4,0
1389,1,20,-2.8,-3.4,96,4,17,1.6,98.8,29,-8,Snow,Bad Weather,6,0
1390,5,2,7.9,5.7,86,28,7,24.1,98.38,29,-9,Good Weather,Good Weather,23,1
1391,3,23,0.2,-0.1,97,11,4,4,99.29,29,-9,"Rain,Fog",Bad Weather,12,0
1392,4,12,12.8,4.3,56,8,9,24.1,99.33,29,-9,Good Weather,Good Weather,21,1
1393,7,6,33,17.4,39,20,14,24.1,99.62,39,-9,Good Weather,Good Weather,14,1
1394,7,6,24.6,18.9,70,22,12,24.1,100,31,-9,Mostly Cloudy,Bad Weather,7,0
1395,2,3,-26,-32.6,55,31,31,24.1,100.62,29,-41,Blowing Snow,Bad Weather,7,0
1396,4,11,8.8,1.3,59,22,10,24.1,100.48,29,-9,Good Weather,Good Weather,2,1
1397,7,2,25.8,21.3,76,3,7,8.1,99.61,34,-9,Haze,Bad Weather,13,0
1398,2,14,4.8,-3.7,54,17,11,24.1,100.35,29,-9,Good Weather,Good Weather,17,1
1399,7,11,28.2,18.5,55,21,17,24.1,99.33,35,-9,Mainly Clear,Good Weather,13,1
1400,1,7,-2.4,-4.8,84,29,20,24.1,100.38,29,-8,Good Weather,Good Weather,0,1
1401,9,18,15.1,15.1,100,31,8,12.9,99.66,29,-9,Rain,Bad Weather,20,0
1402,2,25,-17.5,-19,88,11,10,24.1,100.79,29,-24,Good Weather,Good Weather,20,1
1403,6,3,18,6.2,45,7,32,24.1,100.93,29,-9,Mainly Clear,Good Weather,10,1
1404,10,9,9.2,8.3,94,21,15,24.1,98.69,29,-9,Rain,Bad Weather,13,0
1405,3,29,-4,-5.7,88,17,7,24.1,100.52,29,-7,Good Weather,Good Weather,3,1
1406,8,29,22.8,17.5,72,15,6,24.1,99.5,28,-9,Good Weather,Good Weather,18,1
1407,8,3,19.7,18.1,90,21,15,24.1,99.96,29,-9,Good Weather,Good Weather,8,1
1408,8,20,14.5,12.4,87,20,12,24.1,100.03,29,-9,Good Weather,Good Weather,0,1
1409,8,5,17.4,14.2,81,27,7,24.1,100.37,29,-9,Good Weather,Good Weather,8,1
1410,8,19,13.5,12.7,95,28,13,24.1,99.52,29,-9,Good Weather,Good Weather,5,1
1411,6,6,17.1,8.9,58,35,19,4.8,99.37,29,-9,Smoke,Bad Weather,9,0
1412,5,12,18.3,7.4,49,31,17,24.1,100.2,29,-9,Good Weather,Good Weather,21,1
1413,8,6,23.6,17.5,68,20,3,24.1,100.08,29,-9,Good Weather,Good Weather,18,1
1414,2,11,-2,-6.2,73,20,29,24.1,100.5,29,-9,Mainly Clear,Good Weather,19,1
1415,9,24,23.2,13.6,54,6,23,24.1,100.75,26,-9,Mainly Clear,Good Weather,13,1
1416,9,10,19.4,14.5,73,7,10,24.1,100.66,29,-9,Mostly Cloudy,Bad Weather,13,0
1417,10,9,4.9,3.4,90,21,18,12.9,98.35,29,-9,Rain,Bad Weather,0,0
1418,11,18,2,-2.2,74,23,17,24.1,99.22,29,-9,Good Weather,Good Weather,23,1
1419,1,24,-0.7,-3.5,81,23,18,24.1,99.53,29,-6,Good Weather,Good Weather,3,1
1420,10,19,8.8,7.3,91,17,9,24.1,100.38,29,-9,Good Weather,Good Weather,6,1
1421,6,17,17.6,14.2,80,36,14,24.1,99.59,29,-9,Good Weather,Good Weather,20,1
1422,11,22,0.2,0,99,5,12,3.2,99.59,29,-9,"Rain,Fog",Bad Weather,8,0
1423,3,3,-5.4,-12.5,58,7,32,24.1,99.54,29,-14,Good Weather,Good Weather,21,1
1424,10,4,29.6,15.6,42,21,11,24.1,100.58,34,-9,Good Weather,Good Weather,15,1
1425,2,23,-9.7,-13.5,74,6,18,2.4,100.56,29,-17,Snow,Bad Weather,0,0
1426,8,12,16.9,16.2,95,15,9,16.1,99.75,29,-9,Bad_Weather,Bad Weather,8,0
1427,2,28,-0.8,-3.8,80,24,13,24.1,99.55,29,-5,Cloudy,Bad Weather,19,0
1428,12,7,-8.6,-10.1,89,5,12,9.7,100.05,29,-14,Snow,Bad Weather,17,0
1429,2,1,-17.3,-19.6,83,2,7,12.9,100.91,29,-23,Snow,Bad Weather,9,0
1430,3,3,-12,-15,79,2,13,24.1,100.56,29,-19,Clear,Good Weather,7,1
1431,11,26,2.3,-5.6,56,8,9,24.1,99.76,29,-9,Good Weather,Good Weather,17,1
1432,12,16,0.5,-4.4,70,35,10,24.1,101.98,29,-9,Good Weather,Good Weather,9,1
1433,6,2,29.8,14.9,40,1,18,24.1,100.27,34,-9,Mostly Cloudy,Bad Weather,10,0
1434,8,18,18.2,17.2,94,21,17,16.1,98.88,29,-9,Rain,Bad Weather,8,0
1435,5,9,5.6,-4,50,1,8,24.1,100.26,29,-9,Mostly Cloudy,Bad Weather,4,0
1436,8,12,18.4,15.9,85,7,6,16.1,99.7,29,-9,Bad_Weather,Bad Weather,9,0
1437,9,12,19.2,16.7,85,9,11,24.1,99.91,29,-9,Rain,Bad Weather,17,0
1438,7,7,27.8,17.8,54,28,15,24.1,99.67,34,-9,Good Weather,Good Weather,18,1
1439,12,31,-6.6,-10.2,76,30,7,24.1,100.35,29,-10,Good Weather,Good Weather,20,1
1440,2,10,-0.8,-1.2,97,27,12,3.2,99.91,29,-5,Snow,Bad Weather,21,0
1441,11,24,-6.2,-16.2,46,27,14,24.1,100.99,29,-12,Good Weather,Good Weather,18,1
1442,6,4,14.5,6.5,58,13,6,24.1,100.48,29,-9,Good Weather,Good Weather,21,1
1443,4,24,5.8,3.7,87,27,17,24.1,100.31,29,-9,Rain,Bad Weather,10,0
1444,12,7,-8.3,-10,88,4,12,16.1,100.25,29,-14,Snow,Bad Weather,21,0
1445,2,22,-8.5,-16,55,5,13,24.1,100.71,29,-14,Good Weather,Good Weather,20,1
1446,4,13,28.2,10.4,32,25,20,24.1,99.24,30,-9,Good Weather,Good Weather,14,1
1447,9,7,20.9,20.3,96,24,10,24.1,99.44,29,-9,Mostly Cloudy,Bad Weather,22,0
1448,1,12,-7.7,-9.3,88,7,19,6.4,100.49,29,-15,Snow,Bad Weather,4,0
1449,1,28,-1,-2,93,19,21,16.1,99.57,29,-7,Snow,Bad Weather,6,0
1450,7,20,20.5,16.6,78,21,4,24.1,100.28,26,-9,Good Weather,Good Weather,8,1
1451,10,12,6.9,6.9,100,21,9,24.1,99.65,29,-9,Mostly Cloudy,Bad Weather,1,0
1452,6,23,21,14.8,68,6,4,24.1,100.32,25,-9,Mostly Cloudy,Bad Weather,7,0
1453,8,26,19.5,16.6,83,32,26,24.1,99.86,29,-9,Good Weather,Good Weather,9,1
1454,4,28,17.8,3.9,39,8,19,24.1,100.51,29,-9,Mainly Clear,Good Weather,13,1
1455,1,18,-1.2,-3.7,83,29,19,24.1,100.24,29,-7,Good Weather,Good Weather,20,1
1456,1,25,-10.8,-13.7,80,6,18,3.2,100.84,29,-18,Snow,Bad Weather,13,0
1457,1,21,-2.9,-6.5,76,24,7,24.1,100.71,29,-6,Good Weather,Good Weather,15,1
1458,5,31,31.8,10.7,27,30,11,24.1,100.42,33,-9,Clear,Good Weather,16,1
1459,7,25,24.2,16.6,62,20,5,24.1,100.41,29,-9,Good Weather,Good Weather,12,1
1460,8,1,10.1,9.5,96,27,7,24.1,100.6,29,-9,Good Weather,Good Weather,2,1
1461,11,13,-1.2,-2.2,93,11,8,12.9,100.54,29,-4,Snow,Bad Weather,16,0
1462,9,1,20.2,12.5,61,17,8,24.1,101.2,29,-9,Clear,Good Weather,10,1
1463,11,12,-1,-7.4,62,32,14,24.1,102.01,29,-5,Good Weather,Good Weather,2,1
1464,1,23,7.8,2.7,77,21,13,24.1,100.13,29,-9,Good Weather,Good Weather,0,1
1465,3,17,0.8,-1.1,87,12,18,8.1,98.94,29,-9,Fog,Bad Weather,8,0
1466,12,23,-9.4,-11.9,83,5,12,24.1,101.51,29,-15,Good Weather,Good Weather,5,1
1467,11,29,-5.2,-9.6,71,19,10,12.9,99.93,29,-10,Snow,Bad Weather,9,0
1468,6,13,16.6,14.1,85,25,14,24.1,99.04,29,-9,Good Weather,Good Weather,9,1
1469,3,26,3,-2.5,67,25,31,24.1,99.29,29,-9,Good Weather,Good Weather,12,1
1470,8,6,13.9,13,94,27,7,24.1,100.35,29,-9,Good Weather,Good Weather,5,1
1471,1,29,-5.7,-8.5,81,6,13,11.3,101.03,29,-11,Snow,Bad Weather,5,0
1472,10,8,8.1,7.9,99,24,13,24.1,98.1,29,-9,Good Weather,Good Weather,8,1
1473,9,18,20.4,14,66,31,9,24.1,99.63,29,-9,Good Weather,Good Weather,12,1
1474,11,13,-4.2,-5.7,89,9,9,24.1,101.24,29,-8,Good Weather,Good Weather,8,1
1475,6,16,23.1,9.5,42,1,24,16.1,99.21,29,-9,Bad_Weather,Bad Weather,18,0
1476,8,15,16.4,15.3,93,36,8,24.1,99.87,29,-9,Good Weather,Good Weather,2,1
1477,6,11,18.7,12.8,69,9,6,19.3,99.73,29,-9,Good Weather,Good Weather,8,1
1478,12,1,1.2,0.5,95,3,15,24.1,100.14,29,-9,Good Weather,Good Weather,23,1
1479,4,12,9.3,-1.2,48,25,10,24.1,99.91,29,-9,Good Weather,Good Weather,8,1
1480,7,21,19.7,17.1,85,26,20,24.1,99.13,29,-9,Mostly Cloudy,Bad Weather,10,0
1481,8,16,19.3,18,92,17,8,24.1,99.92,29,-9,Good Weather,Good Weather,23,1
1482,1,23,-1.6,-4.6,80,22,13,24.1,99.55,29,-6,Good Weather,Good Weather,23,1
1483,7,18,26.8,14.5,46,26,18,24.1,99.92,30,-9,Mostly Cloudy,Bad Weather,13,0
1484,6,1,18.5,14.4,77,19,8,24.1,100.5,29,-9,Clear,Good Weather,1,1
1485,11,25,-9.2,-15.2,62,19,10,24.1,101.3,29,-14,Good Weather,Good Weather,2,1
1486,3,9,-4.4,-7.5,79,32,25,16.1,101.24,29,-12,Snow,Bad Weather,3,0
1487,10,11,8.7,8.1,95,18,11,24.1,99.64,29,-9,Cloudy,Bad Weather,22,0
1488,9,4,22.9,22.2,96,18,10,24.1,99.93,32,-9,Clear,Good Weather,22,1
1489,11,25,-9.7,-15.9,61,19,6,24.1,101.27,29,-13,Good Weather,Good Weather,0,1
1490,12,19,-9.1,-10.5,90,17,8,24.1,101.17,29,-13,Clear,Good Weather,22,1
1491,12,5,-3,-3.4,97,8,4,9.7,100.23,29,-5,"Snow,Fog",Bad Weather,5,0
1492,8,31,11.3,7.6,78,32,13,24.1,100.43,29,-9,Clear,Good Weather,7,1
1493,11,13,-1.5,-4.3,81,11,12,24.1,100.98,29,-6,Good Weather,Good Weather,11,1
1494,7,20,26,15.5,52,16,16,24.1,99.93,30,-9,Good Weather,Good Weather,14,1
1495,12,17,4.1,4.1,100,6,11,2.4,99.48,29,-9,"Moderate Rain,Fog",Bad Weather,21,0
1496,11,22,1.1,0.7,97,27,13,24.1,99.41,29,-9,Good Weather,Good Weather,23,1
1497,1,26,-5.5,-6.5,93,3,19,2.4,98.25,29,-12,Snow,Bad Weather,5,0
1498,11,29,0.1,-9.5,48,21,23,24.1,99.55,29,-9,Good Weather,Good Weather,15,1
1499,8,7,16.5,15.9,96,6,17,3.2,99.7,29,-9,Moderate Rain,Bad Weather,9,0
1500,6,16,21.7,11.5,52,3,24,16.1,99.31,29,-9,Mostly Cloudy,Bad Weather,19,0
1501,3,3,-10.5,-14.6,72,32,9,24.1,100.47,29,-15,Clear,Good Weather,4,1
1502,10,13,5.7,5.7,100,29,16,24.1,100.22,29,-9,Mainly Clear,Good Weather,4,1
1503,3,24,2.1,-7.2,50,27,21,24.1,100.41,29,-9,Good Weather,Good Weather,14,1
1504,7,9,19.5,15.9,80,20,7,24.1,99.62,29,-9,Mostly Cloudy,Bad Weather,1,0
1505,2,7,-13.2,-15.4,84,11,13,24.1,101.31,29,-20,Good Weather,Good Weather,2,1
1506,5,28,30.2,6.7,22,29,13,24.1,100.13,30,-9,Clear,Good Weather,16,1
1507,10,21,11,10.9,100,28,27,24.1,97.79,29,-9,Good Weather,Good Weather,14,1
1508,2,5,-18.8,-22.8,72,6,14,24.1,100.27,29,-27,Good Weather,Good Weather,3,1
1509,3,31,-0.5,-1.2,95,8,28,4,99.8,29,-7,Snow,Bad Weather,19,0
1510,6,18,16,14.1,88,7,11,24.1,99.68,29,-9,Good Weather,Good Weather,0,1
1511,12,23,-3.4,-7.6,73,7,9,24.1,101.39,29,-7,Good Weather,Good Weather,15,1
1512,3,28,1.9,-6,56,30,12,24.1,100.74,29,-9,Mostly Cloudy,Bad Weather,13,0
1513,8,9,22.6,17.2,71,23,7,24.1,99.07,28,-9,Good Weather,Good Weather,20,1
1514,11,23,-0.5,-0.9,97,24,10,24.1,99.52,29,-4,Cloudy,Bad Weather,4,0
1515,9,16,15.6,10.5,71,31,12,24.1,100.34,29,-9,Good Weather,Good Weather,9,1
1516,9,15,12.8,8,72,36,1,24.1,100.58,29,-9,Good Weather,Good Weather,23,1
1517,4,27,11.7,-0.1,44,11,4,24.1,100.87,29,-9,Good Weather,Good Weather,15,1
1518,8,19,17.4,12.7,73,28,23,24.1,99.8,29,-9,Good Weather,Good Weather,12,1
1519,1,25,-10.7,-13.3,81,5,17,24.1,101.14,29,-18,Good Weather,Good Weather,8,1
1520,5,17,0.8,-7.7,53,35,25,24.1,99.77,29,-9,Mainly Clear,Good Weather,4,1
1521,9,6,21.3,21.3,100,21,7,24.1,99.88,30,-9,Clear,Good Weather,1,1
1522,6,4,17.7,-1.5,27,34,9,24.1,100.74,29,-9,Mainly Clear,Good Weather,10,1
1523,8,3,19.7,17.2,86,28,13,24.1,99.64,29,-9,Good Weather,Good Weather,21,1
1524,9,9,17.3,11.4,68,1,9,24.1,100.83,29,-9,Good Weather,Good Weather,9,1
1525,6,29,18.4,15.6,83,30,15,12.9,99.93,29,-9,Bad_Weather,Bad Weather,2,0
1526,11,18,1.7,-6.2,56,24,16,24.1,99.89,29,-9,Good Weather,Good Weather,12,1
1527,9,5,30.6,22.8,62,36,2,24.1,100.09,41,-9,Good Weather,Good Weather,12,1
1528,10,31,0.7,-8.5,50,7,12,16.1,100.41,29,-9,Bad_Weather,Bad Weather,23,0
1529,7,17,27.8,17.5,53,20,20,12.9,99.64,33,-9,Bad_Weather,Bad Weather,14,0
1530,11,2,4.5,1.2,79,20,18,24.1,101.19,29,-9,Good Weather,Good Weather,21,1
1531,7,8,25.9,13.9,47,19,15,24.1,99.75,29,-9,Mainly Clear,Good Weather,10,1
1532,12,24,0.1,-2.1,85,5,6,12.9,101.6,29,-9,Cloudy,Bad Weather,19,0
1533,4,17,11.9,10.3,90,19,19,16.1,98.71,29,-9,Rain,Bad Weather,6,0
1534,9,30,14.9,12.4,85,19,6,24.1,101,29,-9,Good Weather,Good Weather,21,1
1535,9,27,6.3,5.9,98,3,8,24.1,101.67,29,-9,Mostly Cloudy,Bad Weather,4,0
1536,1,15,-15.4,-17.1,87,33,10,24.1,101.43,29,-22,Good Weather,Good Weather,8,1
1537,6,13,15.2,14.8,97,22,13,12.9,98.92,29,-9,Rain,Bad Weather,6,0
1538,8,13,18.2,18.2,100,6,5,1.6,99.32,29,-9,Fog,Bad Weather,2,0
1539,5,24,14.3,8.7,69,32,11,24.1,100.3,29,-9,Good Weather,Good Weather,5,1
1540,12,19,-8.8,-11,84,19,6,24.1,101.05,29,-12,Good Weather,Good Weather,20,1
1541,2,6,-8.6,-10.8,84,32,27,24.1,100.68,29,-17,Mainly Clear,Good Weather,7,1
1542,6,26,26.9,20.5,67,10,16,4.8,99.11,35,-9,Smoke,Bad Weather,11,0
1543,10,27,15.4,14.5,95,21,11,24.1,100.08,29,-9,Good Weather,Good Weather,5,1
1544,7,12,21.1,15.4,70,25,11,24.1,99.96,25,-9,Mostly Cloudy,Bad Weather,10,0
1545,8,12,21.9,17.3,74,9,26,24.1,99.38,27,-9,Cloudy,Bad Weather,13,0
1546,1,4,0.3,-0.6,93,6,20,16.1,100.04,29,-9,Rain,Bad Weather,18,0
1547,7,10,20.1,19.4,96,6,9,12.9,99.55,27,-9,Bad_Weather,Bad Weather,0,0
1548,7,24,26.1,18.5,62,21,7,24.1,100.31,32,-9,Mainly Clear,Good Weather,10,1
1549,12,15,1.3,-3.1,73,21,16,24.1,100.7,29,-9,Mainly Clear,Good Weather,1,1
1550,12,8,-5.3,-6.4,92,6,16,16.1,100.52,29,-11,Cloudy,Bad Weather,19,0
1551,8,25,23.9,17.4,67,29,14,24.1,99.6,29,-9,Good Weather,Good Weather,15,1
1552,9,9,11.6,10,90,27,8,24.1,100.6,29,-9,Good Weather,Good Weather,3,1
1553,3,30,-9.1,-14.1,67,26,13,24.1,101.01,29,-15,Good Weather,Good Weather,5,1
1554,5,3,7.5,6.3,93,6,28,4.8,98.61,29,-9,"Rain,Fog",Bad Weather,9,0
1555,7,25,18.2,17.5,95,31,4,24.1,100.21,29,-9,Good Weather,Good Weather,0,1
1556,10,21,7.7,5.7,87,29,23,24.1,98.1,29,-9,Good Weather,Good Weather,21,1
1557,4,29,10.5,3.8,63,8,10,24.1,100.07,29,-9,Cloudy,Bad Weather,4,0
1558,5,10,6.6,-4.8,44,18,9,24.1,100.53,29,-9,Good Weather,Good Weather,0,1
1559,12,6,-6.3,-7.6,91,4,13,16.1,100.5,29,-12,Snow,Bad Weather,2,0
1560,10,3,15.2,14.9,99,22,10,24.1,100.62,29,-9,Good Weather,Good Weather,6,1
1561,2,9,-2.9,-3.2,97,6,21,4,100.57,29,-9,Fog,Bad Weather,11,0
1562,5,2,7.7,5.7,87,36,1,24.1,98.37,29,-9,Good Weather,Good Weather,21,1
1563,6,21,26.9,12.4,40,7,25,24.1,100.96,29,-9,Good Weather,Good Weather,15,1
1564,5,14,9.4,-1.5,47,26,8,24.1,101.25,29,-9,Clear,Good Weather,22,1
1565,10,14,13.3,4.9,56,34,21,24.1,99.5,29,-9,Mostly Cloudy,Bad Weather,16,0
1566,7,25,16.6,16.6,100,21,9,12.9,100.26,29,-9,Mainly Clear,Good Weather,4,1
1567,2,6,-9.1,-14.4,66,24,7,24.1,101.3,29,-13,Clear,Good Weather,19,1
1568,8,13,18.5,18.3,98,5,8,8.1,99.31,29,-9,"Drizzle,Fog",Bad Weather,1,0
1569,7,16,19.3,19.1,99,19,12,3.2,99.67,29,-9,"Moderate Rain Showers,Fog",Bad Weather,5,0
1570,10,9,5.3,2.9,85,20,21,24.1,98.35,29,-9,Cloudy,Bad Weather,1,0
1571,11,4,7.7,-0.6,56,1,8,24.1,100.73,29,-9,Good Weather,Good Weather,12,1
1572,3,2,2.4,-3.6,65,32,28,24.1,99.43,29,-9,Mostly Cloudy,Bad Weather,16,0
1573,12,15,8.5,2,63,23,23,24.1,100.77,29,-9,Good Weather,Good Weather,14,1
1574,10,13,12.5,6.3,66,30,9,24.1,100.26,29,-9,Good Weather,Good Weather,17,1
1575,9,16,12.5,8.8,78,25,9,24.1,99.89,29,-9,Mainly Clear,Good Weather,22,1
1576,8,19,21.7,12.4,55,26,15,24.1,99.75,29,-9,Good Weather,Good Weather,18,1
1577,9,16,9.1,8.8,98,30,12,24.1,100.4,29,-9,Good Weather,Good Weather,6,1
1578,12,18,2.9,2.3,96,30,28,6.4,98.08,29,-9,"Rain,Fog",Bad Weather,22,0
1579,9,29,21.7,13.6,59,10,11,24.1,100.9,25,-9,Good Weather,Good Weather,15,1
1580,4,11,17.8,3.4,38,21,22,24.1,99.29,29,-9,Good Weather,Good Weather,15,1
1581,7,6,22.5,19,80,20,6,24.1,99.62,29,-9,Mostly Cloudy,Bad Weather,22,0
1582,11,22,0.6,0.4,99,8,8,2.4,99.53,29,-9,"Rain,Fog",Bad Weather,9,0
1583,10,9,7.7,7,95,18,10,24.1,98.98,29,-9,Rain,Bad Weather,19,0
1584,9,24,10.3,10,98,5,14,24.1,100.94,29,-9,Mainly Clear,Good Weather,4,1
1585,9,18,18.2,14.2,77,33,5,24.1,99.71,29,-9,Good Weather,Good Weather,9,1
1586,7,4,27.6,21.5,69,24,11,24.1,99.78,36,-9,Good Weather,Good Weather,18,1
1587,5,1,8.3,2.5,67,18,13,24.1,97.75,29,-9,Mostly Cloudy,Bad Weather,19,0
1588,6,9,15,12,82,33,4,24.1,99.43,29,-9,Good Weather,Good Weather,21,1
1589,4,10,9.6,1,55,22,13,24.1,100.74,29,-9,Mainly Clear,Good Weather,22,1
1590,4,3,-2.1,-6.7,71,19,9,24.1,100.28,29,-6,Mostly Cloudy,Bad Weather,1,0
1591,3,13,-1.9,-5.1,79,6,8,12.9,99.92,29,-5,Snow,Bad Weather,6,0
1592,1,5,-3.2,-3.6,97,6,11,8.1,99.99,29,-7,"Freezing Drizzle,Fog",Bad Weather,8,0
1593,8,16,24.9,18.5,67,4,6,24.1,99.92,31,-9,Good Weather,Good Weather,11,1
1594,2,19,0.4,-3.3,76,13,28,24.1,100.56,29,-9,Cloudy,Bad Weather,10,0
1595,7,11,19.1,17.2,89,19,11,24.1,99.47,29,-9,Mostly Cloudy,Bad Weather,7,0
1596,5,13,18.7,-0.6,27,35,26,24.1,100.65,29,-9,Mainly Clear,Good Weather,16,1
1597,12,24,-1.8,-4.7,81,5,10,12.9,101.44,29,-5,Snow,Bad Weather,7,0
1598,10,6,19.4,16.5,83,17,18,24.1,99.76,29,-9,Rain,Bad Weather,9,0
1599,10,22,4.2,3.2,93,30,26,8.1,98.68,29,-9,"Rain,Fog",Bad Weather,8,0
1600,12,27,3.3,3.3,100,5,18,4.8,100.13,29,-9,"Rain,Fog",Bad Weather,19,0
1601,1,7,-7,-9.6,82,31,21,24.1,100.72,29,-14,Mostly Cloudy,Bad Weather,7,0
1602,5,17,8.6,-9,28,34,12,24.1,100.29,29,-9,Good Weather,Good Weather,18,1
1603,12,20,-8.9,-10,92,13,4,24.1,101.29,29,-11,Good Weather,Good Weather,5,1
1604,2,8,1.3,-2.4,76,24,12,24.1,100.1,29,-9,Good Weather,Good Weather,3,1
1605,2,24,-15.4,-19.9,69,31,20,24.1,101.4,29,-25,Good Weather,Good Weather,9,1
1606,6,7,15.4,6,53,34,13,6.4,99.03,29,-9,Smoke,Bad Weather,11,0
1607,5,8,9,5.5,78,31,16,24.1,99.59,29,-9,Clear,Good Weather,1,1
1608,6,26,22.4,19.7,84,6,35,16.1,98.91,30,-9,Thunderstorms,Bad Weather,16,0
1609,9,9,22.3,11.1,49,36,2,24.1,100.65,29,-9,Good Weather,Good Weather,17,1
1610,12,14,-9.8,-13.3,76,23,9,24.1,102.14,29,-15,Mainly Clear,Good Weather,4,1
1611,12,26,4,2.4,89,5,10,24.1,100.71,29,-9,Good Weather,Good Weather,17,1
1612,8,16,24.6,18.9,70,16,12,24.1,99.83,31,-9,Good Weather,Good Weather,18,1
1613,12,24,0.2,-1.6,88,5,5,8.1,101.55,29,-9,Fog,Bad Weather,17,0
1614,11,3,5.9,-0.8,62,18,17,24.1,100.77,29,-9,Good Weather,Good Weather,8,1
1615,4,27,11.3,0.3,46,14,9,24.1,100.94,29,-9,Good Weather,Good Weather,12,1
1616,4,23,11.5,5.7,68,10,11,24.1,99.93,29,-9,Mostly Cloudy,Bad Weather,13,0
1617,2,28,-7,-8.3,91,6,23,2.4,98.89,29,-15,Snow,Bad Weather,6,0
1618,4,15,15.1,6.6,56,8,28,24.1,99.58,29,-9,Good Weather,Good Weather,23,1
1619,5,20,13.6,13.2,98,19,15,3.2,99.53,29,-9,"Moderate Rain Showers,Fog",Bad Weather,22,0
1620,1,8,-5.1,-9.7,70,25,9,24.1,100.84,29,-9,Good Weather,Good Weather,15,1
1621,6,1,18.5,14.2,76,24,8,24.1,100.49,29,-9,Good Weather,Good Weather,2,1
1622,1,16,-16.5,-18.3,86,28,13,24.1,101.02,29,-24,Good Weather,Good Weather,6,1
1623,11,26,4.6,-4.3,53,13,15,24.1,100.31,29,-9,Good Weather,Good Weather,12,1
1624,6,17,17.2,14.3,83,1,9,24.1,99.66,29,-9,Cloudy,Bad Weather,22,0
1625,8,30,18.2,13,71,31,32,24.1,99.46,29,-9,Cloudy,Bad Weather,16,0
1626,4,11,20.1,1.1,28,27,35,24.1,99.2,29,-9,Good Weather,Good Weather,17,1
1627,1,20,-1.3,-3.5,85,34,10,16.1,99.37,29,-5,Snow,Bad Weather,15,0
